synthetic_id,source_osm_id,source_name,delivery_station_id,primary_station_id,primary_station_name,delivery_voltage_kv,street_graph_node,route_distance_km,peak_demand_mw,provenance
SYN-1980,356832545,Novi Sad 1 - Ledinci,NS1,NS1,Novi Sad 1 - Ledinci,20.0,3179293105,2.7832250000000003,0.08142540794124,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-1981,356832545,Novi Sad 1 - Ledinci,NS1,NS1,Novi Sad 1 - Ledinci,20.0,3179293105,2.7832250000000003,0.08142540794124,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-1982,356832545,Novi Sad 1 - Ledinci,NS1,NS1,Novi Sad 1 - Ledinci,20.0,3179293095,3.2312109999999996,0.08142540794124,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-1983,356832545,Novi Sad 1 - Ledinci,NS1,NS1,Novi Sad 1 - Ledinci,20.0,3188396492,2.999247000000001,0.08142540794124,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-1984,356832545,Novi Sad 1 - Ledinci,NS1,NS1,Novi Sad 1 - Ledinci,20.0,2945715015,2.967406,0.08142540794124,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-1988,356832545,Novi Sad 1 - Ledinci,NS1,NS1,Novi Sad 1 - Ledinci,20.0,3179310126,1.6612430000000007,0.08214364961638476,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-1989,356832545,Novi Sad 1 - Ledinci,NS1,NS1,Novi Sad 1 - Ledinci,20.0,3179293045,2.365556,0.08214364961638476,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-1990,356832545,Novi Sad 1 - Ledinci,NS1,NS1,Novi Sad 1 - Ledinci,20.0,3179292962,1.3513049999999998,0.08214364961638476,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-1991,356832545,Novi Sad 1 - Ledinci,NS1,NS1,Novi Sad 1 - Ledinci,20.0,3179293020,1.5577680000000005,0.08214364961638476,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-1992,356832545,Novi Sad 1 - Ledinci,NS1,NS1,Novi Sad 1 - Ledinci,20.0,3179293011,1.9882850000000005,0.08214364961638476,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-1993,356832545,Novi Sad 1 - Ledinci,NS1,NS1,Novi Sad 1 - Ledinci,20.0,11379952143,2.3841760000000005,0.08214364961638476,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-1994,356832545,Novi Sad 1 - Ledinci,NS1,NS1,Novi Sad 1 - Ledinci,20.0,7605917377,1.8099910000000003,0.08214364961638476,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-1995,356832545,Novi Sad 1 - Ledinci,NS1,NS1,Novi Sad 1 - Ledinci,20.0,3179310151,1.8769600000000006,0.08214364961638476,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-1996,356832545,Novi Sad 1 - Ledinci,NS1,NS1,Novi Sad 1 - Ledinci,20.0,3179310156,1.6799550000000003,0.08214364961638476,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-1998,356832545,Novi Sad 1 - Ledinci,NS1,NS1,Novi Sad 1 - Ledinci,20.0,7605917377,1.8099910000000003,0.08214364961638476,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-2380,356832545,Novi Sad 1 - Ledinci,NS1,NS1,Novi Sad 1 - Ledinci,20.0,2320716798,0.191505,0.08021487392746472,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-2381,356832545,Novi Sad 1 - Ledinci,NS1,NS1,Novi Sad 1 - Ledinci,20.0,11078743902,0.33932,0.08021487392746472,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-2382,356832545,Novi Sad 1 - Ledinci,NS1,NS1,Novi Sad 1 - Ledinci,20.0,2320716781,0.313827,0.08021487392746472,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-2383,356832545,Novi Sad 1 - Ledinci,NS1,NS1,Novi Sad 1 - Ledinci,20.0,2320716795,0.8060409999999999,0.08021487392746472,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-2384,356832545,Novi Sad 1 - Ledinci,NS1,NS1,Novi Sad 1 - Ledinci,20.0,2320716820,0.8036769999999999,0.08021487392746472,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-2385,356832545,Novi Sad 1 - Ledinci,NS1,NS1,Novi Sad 1 - Ledinci,20.0,11078743902,0.33932,0.08021487392746472,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-2386,356832545,Novi Sad 1 - Ledinci,NS1,NS1,Novi Sad 1 - Ledinci,20.0,2320716796,0.853074,0.08021487392746472,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-2387,356832545,Novi Sad 1 - Ledinci,NS1,NS1,Novi Sad 1 - Ledinci,20.0,2320716798,0.191505,0.08021487392746472,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-2388,356832545,Novi Sad 1 - Ledinci,NS1,NS1,Novi Sad 1 - Ledinci,20.0,2320716802,0.927094,0.08021487392746472,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-2389,356832545,Novi Sad 1 - Ledinci,NS1,NS1,Novi Sad 1 - Ledinci,20.0,2320716795,0.8060409999999999,0.08021487392746472,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-2390,356832545,Novi Sad 1 - Ledinci,NS1,NS1,Novi Sad 1 - Ledinci,20.0,2320716820,0.8036769999999999,0.08021487392746472,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-2392,356832545,Novi Sad 1 - Ledinci,NS1,NS1,Novi Sad 1 - Ledinci,20.0,2320716798,0.191505,0.08021487392746472,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-2408,356832545,Novi Sad 1 - Ledinci,NS1,NS1,Novi Sad 1 - Ledinci,20.0,3090367491,4.754372,0.08096365388221036,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-2409,356832545,Novi Sad 1 - Ledinci,NS1,NS1,Novi Sad 1 - Ledinci,20.0,1739519723,4.735787,0.08096365388221036,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-2410,356832545,Novi Sad 1 - Ledinci,NS1,NS1,Novi Sad 1 - Ledinci,20.0,3401985478,4.714643,0.08096365388221036,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-2414,356832545,Novi Sad 1 - Ledinci,NS1,NS1,Novi Sad 1 - Ledinci,20.0,3128133049,3.1808870000000007,0.08121892608068448,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-2415,356832545,Novi Sad 1 - Ledinci,NS1,NS1,Novi Sad 1 - Ledinci,20.0,1229948882,3.3840069999999995,0.08121892608068448,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-2421,356832545,Novi Sad 1 - Ledinci,NS1,NS1,Novi Sad 1 - Ledinci,20.0,11338223917,2.586284000000001,0.08121892608068448,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-2431,356832545,Novi Sad 1 - Ledinci,NS1,NS1,Novi Sad 1 - Ledinci,20.0,1229948824,4.3222700000000005,0.08121892608068448,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-2440,356832545,Novi Sad 1 - Ledinci,NS1,NS1,Novi Sad 1 - Ledinci,20.0,11338223916,2.552948000000001,0.08121892608068448,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-2453,356832545,Novi Sad 1 - Ledinci,NS1,NS1,Novi Sad 1 - Ledinci,20.0,3181939391,2.6266990000000012,0.08121892608068448,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-2464,356832545,Novi Sad 1 - Ledinci,NS1,NS1,Novi Sad 1 - Ledinci,20.0,11338223916,2.552948000000001,0.08121892608068448,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-2485,356832545,Novi Sad 1 - Ledinci,NS1,NS1,Novi Sad 1 - Ledinci,20.0,11843495215,2.9770650000000005,0.08121892608068448,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-2489,356832545,Novi Sad 1 - Ledinci,NS1,NS1,Novi Sad 1 - Ledinci,20.0,2915831101,3.341224,0.08121892608068448,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-2502,356832545,Novi Sad 1 - Ledinci,NS1,NS1,Novi Sad 1 - Ledinci,20.0,1229948787,3.3104299999999998,0.08121892608068448,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-2517,356832545,Novi Sad 1 - Ledinci,NS1,NS1,Novi Sad 1 - Ledinci,20.0,3181797209,3.933438,0.08121892608068448,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-2528,356832545,Novi Sad 1 - Ledinci,NS1,NS1,Novi Sad 1 - Ledinci,20.0,1229948787,3.3104299999999998,0.08121892608068448,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-2538,356832545,Novi Sad 1 - Ledinci,NS1,NS1,Novi Sad 1 - Ledinci,20.0,3068139009,4.261898,0.08121892608068448,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-2552,356832545,Novi Sad 1 - Ledinci,NS1,NS1,Novi Sad 1 - Ledinci,20.0,10789918848,3.1207580000000004,0.08121892608068448,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-2564,356832545,Novi Sad 1 - Ledinci,NS1,NS1,Novi Sad 1 - Ledinci,20.0,2915831106,3.6844670000000006,0.08121892608068448,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-2580,356832545,Novi Sad 1 - Ledinci,NS1,NS1,Novi Sad 1 - Ledinci,20.0,11116155160,4.014891,0.08121892608068448,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-2592,356832545,Novi Sad 1 - Ledinci,NS1,NS1,Novi Sad 1 - Ledinci,20.0,3181892666,2.966867000000001,0.08121892608068448,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-2603,356832545,Novi Sad 1 - Ledinci,NS1,NS1,Novi Sad 1 - Ledinci,20.0,1213463478,2.884258,0.08121892608068448,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-2615,356832545,Novi Sad 1 - Ledinci,NS1,NS1,Novi Sad 1 - Ledinci,20.0,11116155158,4.138526,0.08121892608068448,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-2627,356832545,Novi Sad 1 - Ledinci,NS1,NS1,Novi Sad 1 - Ledinci,20.0,3403699291,4.455165,0.08121892608068448,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-2638,356832545,Novi Sad 1 - Ledinci,NS1,NS1,Novi Sad 1 - Ledinci,20.0,3181939391,2.6266990000000012,0.08121892608068448,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-2647,356832545,Novi Sad 1 - Ledinci,NS1,NS1,Novi Sad 1 - Ledinci,20.0,1229948858,3.2275699999999996,0.08121892608068448,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-0016,365786756,Novi Sad 5 - Detelinara,NS5,NS5,Novi Sad 5 - Detelinara,20.0,1585209327,2.054044474080763,0.08130101849576775,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-0017,365786756,Novi Sad 5 - Detelinara,NS5,NS5,Novi Sad 5 - Detelinara,20.0,1585209310,2.152021474080763,0.08130101849576775,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-0018,365786756,Novi Sad 5 - Detelinara,NS5,NS5,Novi Sad 5 - Detelinara,20.0,1585209327,2.054044474080763,0.08130101849576775,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-0021,365786756,Novi Sad 5 - Detelinara,NS5,NS5,Novi Sad 5 - Detelinara,20.0,1585209356,2.107699474080763,0.08130101849576775,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-0024,365786756,Novi Sad 5 - Detelinara,NS5,NS5,Novi Sad 5 - Detelinara,20.0,7548071093,1.866162474080763,0.08130101849576775,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-0027,365786756,Novi Sad 5 - Detelinara,NS5,NS5,Novi Sad 5 - Detelinara,20.0,1585209356,2.107699474080763,0.08130101849576775,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-0028,365786756,Novi Sad 5 - Detelinara,NS5,NS5,Novi Sad 5 - Detelinara,20.0,1585209297,1.885561474080763,0.08130101849576775,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-0031,365786756,Novi Sad 5 - Detelinara,NS5,NS5,Novi Sad 5 - Detelinara,20.0,1585209327,2.054044474080763,0.08130101849576775,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-0033,365786756,Novi Sad 5 - Detelinara,NS5,NS5,Novi Sad 5 - Detelinara,20.0,1585209204,1.846877474080763,0.08130101849576775,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-0036,365786756,Novi Sad 5 - Detelinara,NS5,NS5,Novi Sad 5 - Detelinara,20.0,7548113355,1.8071704740807628,0.08130101849576775,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-0041,365786756,Novi Sad 5 - Detelinara,NS5,NS5,Novi Sad 5 - Detelinara,20.0,1585209131,2.1678734740807633,0.08130101849576775,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-0044,365786756,Novi Sad 5 - Detelinara,NS5,NS5,Novi Sad 5 - Detelinara,20.0,1585209356,2.107699474080763,0.08130101849576775,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-0045,365786756,Novi Sad 5 - Detelinara,NS5,NS5,Novi Sad 5 - Detelinara,20.0,1585209310,2.152021474080763,0.08130101849576775,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-0048,365786756,Novi Sad 5 - Detelinara,NS5,NS5,Novi Sad 5 - Detelinara,20.0,1585209327,2.054044474080763,0.08130101849576775,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-0049,365786756,Novi Sad 5 - Detelinara,NS5,NS5,Novi Sad 5 - Detelinara,20.0,1585209131,2.1678734740807633,0.08130101849576775,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-0052,365786756,Novi Sad 5 - Detelinara,NS5,NS5,Novi Sad 5 - Detelinara,20.0,7548664096,3.3010084740807635,0.08211567805831187,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-0053,365786756,Novi Sad 5 - Detelinara,NS5,NS5,Novi Sad 5 - Detelinara,20.0,14027408200,3.1475544740807635,0.08211567805831187,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-0054,365786756,Novi Sad 5 - Detelinara,NS5,NS5,Novi Sad 5 - Detelinara,20.0,14027408200,3.1475544740807635,0.08211567805831187,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-0055,365786756,Novi Sad 5 - Detelinara,NS5,NS5,Novi Sad 5 - Detelinara,20.0,7548664096,3.3010084740807635,0.08211567805831187,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-0056,365786756,Novi Sad 5 - Detelinara,NS5,NS5,Novi Sad 5 - Detelinara,20.0,1574836281,3.0958204740807633,0.08211567805831187,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-0057,365786756,Novi Sad 5 - Detelinara,NS5,NS5,Novi Sad 5 - Detelinara,20.0,14027408200,3.1475544740807635,0.08211567805831187,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-0059,365786756,Novi Sad 5 - Detelinara,NS5,NS5,Novi Sad 5 - Detelinara,20.0,1553001148,2.9656064740807637,0.08211567805831187,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-0060,365786756,Novi Sad 5 - Detelinara,NS5,NS5,Novi Sad 5 - Detelinara,20.0,14027369454,2.6044014740807633,0.08211567805831187,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-0062,365786756,Novi Sad 5 - Detelinara,NS5,NS5,Novi Sad 5 - Detelinara,20.0,14027408200,3.1475544740807635,0.08211567805831187,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-0063,365786756,Novi Sad 5 - Detelinara,NS5,NS5,Novi Sad 5 - Detelinara,20.0,7548650532,3.079233474080763,0.08211567805831187,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-0064,365786756,Novi Sad 5 - Detelinara,NS5,NS5,Novi Sad 5 - Detelinara,20.0,1574836281,3.0958204740807633,0.08211567805831187,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-0066,365786756,Novi Sad 5 - Detelinara,NS5,NS5,Novi Sad 5 - Detelinara,20.0,14027408200,3.1475544740807635,0.08211567805831187,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-0067,365786756,Novi Sad 5 - Detelinara,NS5,NS5,Novi Sad 5 - Detelinara,20.0,1574830985,2.6404464740807634,0.08211567805831187,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-0069,365786756,Novi Sad 5 - Detelinara,NS5,NS5,Novi Sad 5 - Detelinara,20.0,7548676054,3.2390314740807638,0.08211567805831187,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-0070,365786756,Novi Sad 5 - Detelinara,NS5,NS5,Novi Sad 5 - Detelinara,20.0,1574831109,2.651931474080763,0.08211567805831187,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-0072,365786756,Novi Sad 5 - Detelinara,NS5,NS5,Novi Sad 5 - Detelinara,20.0,12620610833,2.785526474080763,0.08211567805831187,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-0073,365786756,Novi Sad 5 - Detelinara,NS5,NS5,Novi Sad 5 - Detelinara,20.0,7548676054,3.2390314740807638,0.08211567805831187,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-0075,365786756,Novi Sad 5 - Detelinara,NS5,NS5,Novi Sad 5 - Detelinara,20.0,14027408200,3.1475544740807635,0.08211567805831187,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-0077,365786756,Novi Sad 5 - Detelinara,NS5,NS5,Novi Sad 5 - Detelinara,20.0,7548650532,3.079233474080763,0.08211567805831187,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-0079,365786756,Novi Sad 5 - Detelinara,NS5,NS5,Novi Sad 5 - Detelinara,20.0,7548664095,3.3432064740807634,0.08211567805831187,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-0080,365786756,Novi Sad 5 - Detelinara,NS5,NS5,Novi Sad 5 - Detelinara,20.0,7548664096,3.3010084740807635,0.08211567805831187,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-0082,365786756,Novi Sad 5 - Detelinara,NS5,NS5,Novi Sad 5 - Detelinara,20.0,1574836287,3.270900474080763,0.08211567805831187,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-0083,365786756,Novi Sad 5 - Detelinara,NS5,NS5,Novi Sad 5 - Detelinara,20.0,1574836440,3.2925424740807636,0.08211567805831187,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-0085,365786756,Novi Sad 5 - Detelinara,NS5,NS5,Novi Sad 5 - Detelinara,20.0,7548650532,3.079233474080763,0.08211567805831187,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-0087,365786756,Novi Sad 5 - Detelinara,NS5,NS5,Novi Sad 5 - Detelinara,20.0,6438238124,3.278867474080763,0.08211567805831187,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-0108,365786756,Novi Sad 5 - Detelinara,NS5,NS5,Novi Sad 5 - Detelinara,20.0,6360046213,1.9099714740807632,0.08085023938795818,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-0109,365786756,Novi Sad 5 - Detelinara,NS5,NS5,Novi Sad 5 - Detelinara,20.0,9643308146,1.688367474080763,0.08085023938795818,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-0110,365786756,Novi Sad 5 - Detelinara,NS5,NS5,Novi Sad 5 - Detelinara,20.0,12232456478,1.872952474080763,0.08085023938795818,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-0111,365786756,Novi Sad 5 - Detelinara,NS5,NS5,Novi Sad 5 - Detelinara,20.0,5507645437,1.8583334740807627,0.08085023938795818,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-0112,365786756,Novi Sad 5 - Detelinara,NS5,NS5,Novi Sad 5 - Detelinara,20.0,9643308156,1.646264474080763,0.08085023938795818,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-0113,365786756,Novi Sad 5 - Detelinara,NS5,NS5,Novi Sad 5 - Detelinara,20.0,6360046213,1.9099714740807632,0.08085023938795818,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-0114,365786756,Novi Sad 5 - Detelinara,NS5,NS5,Novi Sad 5 - Detelinara,20.0,11192728802,1.9689374740807633,0.08085023938795818,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-0115,365786756,Novi Sad 5 - Detelinara,NS5,NS5,Novi Sad 5 - Detelinara,20.0,6360061042,1.4825664740807631,0.08085023938795818,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-0116,365786756,Novi Sad 5 - Detelinara,NS5,NS5,Novi Sad 5 - Detelinara,20.0,11940239884,1.9955464740807631,0.08085023938795818,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-0117,365786756,Novi Sad 5 - Detelinara,NS5,NS5,Novi Sad 5 - Detelinara,20.0,6360046212,2.064600474080763,0.08085023938795818,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-0118,365786756,Novi Sad 5 - Detelinara,NS5,NS5,Novi Sad 5 - Detelinara,20.0,6360046211,1.943127474080763,0.08085023938795818,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-0119,365786756,Novi Sad 5 - Detelinara,NS5,NS5,Novi Sad 5 - Detelinara,20.0,6360046094,1.8411334740807628,0.08085023938795818,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-0120,365786756,Novi Sad 5 - Detelinara,NS5,NS5,Novi Sad 5 - Detelinara,20.0,7548065886,2.1413054740807635,0.08085023938795818,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-0121,365786756,Novi Sad 5 - Detelinara,NS5,NS5,Novi Sad 5 - Detelinara,20.0,9643376429,1.8703024740807628,0.08085023938795818,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-0122,365786756,Novi Sad 5 - Detelinara,NS5,NS5,Novi Sad 5 - Detelinara,20.0,7548040680,2.150462474080763,0.08085023938795818,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-0123,365786756,Novi Sad 5 - Detelinara,NS5,NS5,Novi Sad 5 - Detelinara,20.0,7036256914,1.7256914740807632,0.08085023938795818,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-0124,365786756,Novi Sad 5 - Detelinara,NS5,NS5,Novi Sad 5 - Detelinara,20.0,7548028910,1.882458474080763,0.08085023938795818,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-0125,365786756,Novi Sad 5 - Detelinara,NS5,NS5,Novi Sad 5 - Detelinara,20.0,7036256914,1.7256914740807632,0.08085023938795818,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-0126,365786756,Novi Sad 5 - Detelinara,NS5,NS5,Novi Sad 5 - Detelinara,20.0,7035901615,2.0029264740807626,0.08085023938795818,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-0127,365786756,Novi Sad 5 - Detelinara,NS5,NS5,Novi Sad 5 - Detelinara,20.0,1077384864,1.917991474080763,0.08085023938795818,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-0128,365786756,Novi Sad 5 - Detelinara,NS5,NS5,Novi Sad 5 - Detelinara,20.0,11192728802,1.9689374740807633,0.08085023938795818,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
SYN-0129,365786756,Novi Sad 5 - Detelinara,NS5,NS5,Novi Sad 5 - Detelinara,20.0,6360046211,1.943127474080763,0.08085023938795818,capacity-balanced inferred shortest-path assignment on OSM streets; not an as-built feeder
